# Residuals   
# Time        	Ux            	Uy            	Uz            	p             	k             	epsilon       
491           	2.174897e-04	1.479355e-03	1.036405e-03	4.578760e-02	8.538976e-04	8.089946e-04
492           	2.171952e-04	1.455311e-03	1.034355e-03	4.584299e-02	8.529935e-04	8.081238e-04
493           	2.165275e-04	1.534751e-03	1.032574e-03	4.600286e-02	8.517652e-04	8.071281e-04
494           	2.162403e-04	1.456606e-03	1.030624e-03	4.441216e-02	8.507505e-04	8.059278e-04
495           	2.159076e-04	1.440880e-03	1.029987e-03	4.429283e-02	8.497109e-04	8.049556e-04
496           	2.158121e-04	1.513562e-03	1.028529e-03	4.413787e-02	8.488333e-04	8.038632e-04
497           	2.156489e-04	1.689343e-03	1.028423e-03	4.729584e-02	8.479590e-04	8.033504e-04
498           	2.153063e-04	1.495995e-03	1.026906e-03	4.187044e-02	8.470759e-04	8.024206e-04
499           	2.143076e-04	1.756783e-03	1.029234e-03	5.247070e-02	8.458509e-04	8.012322e-04
500           	2.139121e-04	1.957566e-03	1.028873e-03	5.989096e-02	8.448915e-04	8.000638e-04
