# Residuals   
# Time        	Ux            	Uy            	Uz            	p             	k             	epsilon       
964           	1.666220e-04	1.283099e-02	1.382575e-03	3.550523e-03	7.117359e-04	1.208872e-03
965           	1.686329e-04	1.285465e-02	1.380572e-03	3.540727e-03	7.449671e-04	1.173886e-03
966           	1.657571e-04	1.305931e-02	1.384406e-03	3.516941e-03	7.141012e-04	1.235952e-03
967           	1.641055e-04	1.303335e-02	1.347063e-03	3.418079e-03	7.451932e-04	1.181773e-03
968           	1.683579e-04	1.310928e-02	1.389297e-03	3.524019e-03	7.173013e-04	1.174622e-03
969           	1.675948e-04	1.280591e-02	1.375822e-03	3.462756e-03	7.471100e-04	1.188773e-03
970           	1.663068e-04	1.273202e-02	1.369212e-03	3.554740e-03	7.231383e-04	1.205662e-03
971           	1.664230e-04	1.262144e-02	1.369313e-03	3.514314e-03	7.462529e-04	1.223625e-03
972           	1.695953e-04	1.282426e-02	1.408316e-03	3.621874e-03	7.092311e-04	1.266880e-03
973           	1.708777e-04	1.287320e-02	1.395344e-03	3.540186e-03	7.271359e-04	1.232974e-03
974           	1.730703e-04	1.312423e-02	1.416293e-03	3.552808e-03	7.563571e-04	1.291309e-03
975           	1.688219e-04	1.312472e-02	1.385940e-03	3.519402e-03	7.525675e-04	1.252633e-03
976           	1.694698e-04	1.322236e-02	1.388991e-03	3.562932e-03	7.135339e-04	1.176610e-03
977           	1.745177e-04	1.295744e-02	1.392215e-03	3.624814e-03	7.343979e-04	1.191046e-03
978           	1.727502e-04	1.296280e-02	1.418172e-03	3.581401e-03	6.936756e-04	1.150674e-03
979           	1.686172e-04	1.278244e-02	1.377408e-03	3.542711e-03	7.087016e-04	1.123988e-03
980           	1.730385e-04	1.324152e-02	1.412402e-03	3.541422e-03	7.487730e-04	1.182096e-03
981           	1.700131e-04	1.320149e-02	1.413974e-03	3.618459e-03	7.380164e-04	1.157571e-03
982           	1.711190e-04	1.354361e-02	1.413489e-03	3.654098e-03	7.092108e-04	1.206179e-03
983           	1.688529e-04	1.362647e-02	1.391316e-03	3.506576e-03	7.292098e-04	1.192700e-03
984           	1.719956e-04	1.343706e-02	1.393749e-03	3.589268e-03	7.101850e-04	1.198492e-03
985           	1.756934e-04	1.331714e-02	1.395209e-03	3.595042e-03	7.341007e-04	1.212487e-03
986           	1.739454e-04	1.323736e-02	1.398975e-03	3.601217e-03	7.156220e-04	1.253044e-03
987           	1.714532e-04	1.308296e-02	1.382202e-03	3.597357e-03	7.338298e-04	1.248939e-03
988           	1.730230e-04	1.320517e-02	1.392612e-03	3.680873e-03	7.182729e-04	1.259493e-03
989           	1.772494e-04	1.328689e-02	1.401999e-03	3.659717e-03	7.393210e-04	1.245908e-03
990           	1.750358e-04	1.341136e-02	1.406468e-03	3.684152e-03	7.163935e-04	1.244598e-03
991           	1.688679e-04	1.329796e-02	1.379225e-03	3.574707e-03	7.486744e-04	1.183226e-03
992           	1.692845e-04	1.333852e-02	1.381830e-03	3.604640e-03	7.282115e-04	1.197020e-03
993           	1.698303e-04	1.320432e-02	1.375521e-03	3.600645e-03	7.519639e-04	1.189868e-03
994           	1.763132e-04	1.327688e-02	1.423512e-03	3.752663e-03	7.295279e-04	1.219241e-03
995           	1.759611e-04	1.302483e-02	1.405045e-03	3.640395e-03	7.540084e-04	1.207814e-03
996           	1.753050e-04	1.307929e-02	1.407101e-03	3.584084e-03	7.300284e-04	1.221843e-03
997           	1.721714e-04	1.316778e-02	1.400561e-03	3.648618e-03	7.504156e-04	1.227118e-03
998           	1.729248e-04	1.330145e-02	1.389185e-03	3.520578e-03	7.250276e-04	1.239528e-03
999           	1.690256e-04	1.311444e-02	1.359439e-03	3.500362e-03	7.448221e-04	1.205922e-03
1000          	1.694873e-04	1.303355e-02	1.360987e-03	3.527607e-03	7.212289e-04	1.173881e-03
